customer_id,customer_age,gender,occupation_category,monthly_income_lakh,monthly_expenses_lakh,total_savings_lakh,total_investments_lakh,total_debt_lakh,primary_bank,num_products_held,account_tenure_months,avg_monthly_transaction_count,digital_engagement_score,credit_utilization_pct,investment_preference,risk_appetite,customer_city_tier
CUST0000434,66,Female,Manufacturing,0.383,0.325,32.37,2.02,2.85,SBI,8,289,46,92.6,73.7,Mutual Funds,High,Tier-2
CUST0000435,24,Female,Manufacturing,0.3,0.208,28.02,27.59,16.89,Bank of Baroda,1,178,37,60.1,75.0,Gold,Moderate,Tier-1
CUST0000436,42,Male,Government,0.581,0.382,41.42,8.89,2.48,SBI,7,15,45,66.3,29.3,Mutual Funds,Moderate,Tier-1
CUST0000437,32,Male,Business Owner,2.123,1.73,141.57,189.4,51.35,ICICI Bank,3,247,70,75.9,49.4,Equity,Moderate,Tier-1
CUST0000438,34,Male,Banking/Finance,0.729,0.404,29.53,11.09,10.55,Kotak Mahindra,8,251,110,51.8,48.6,Equity,Moderate,Tier-2
CUST0000439,33,Male,Banking/Finance,1.028,0.759,59.33,86.04,52.18,Axis Bank,5,203,113,75.5,57.6,Fixed Deposits,High,Tier-3
CUST0000440,25,Male,Banking/Finance,0.987,0.776,70.46,86.06,57.33,Axis Bank,3,16,84,37.8,46.4,Real Estate,Moderate,Tier-3
CUST0000441,32,Female,IT/Tech,0.825,0.559,63.22,8.7,3.19,Axis Bank,2,130,103,42.5,57.0,None,Moderate,Tier-3
CUST0000442,25,Male,Manufacturing,0.3,0.243,17.41,12.7,4.52,ICICI Bank,5,233,52,81.1,49.9,Real Estate,Moderate,Tier-3
CUST0000443,51,Female,IT/Tech,0.425,0.185,6.85,8.09,17.13,ICICI Bank,4,24,6,68.1,29.0,Real Estate,Low,Tier-2
CUST0000444,32,Other,Manufacturing,0.459,0.279,42.17,24.08,19.28,PNB,4,141,118,38.4,66.9,Fixed Deposits,High,Tier-2
CUST0000445,47,Male,Government,0.487,0.225,7.06,6.09,5.59,SBI,4,98,35,93.4,51.2,Hybrid,Low,Tier-3
CUST0000446,39,Male,Banking/Finance,1.166,0.504,55.82,35.34,39.38,ICICI Bank,6,186,88,31.3,62.6,Fixed Deposits,Moderate,Tier-3
CUST0000447,29,Male,Retired,0.363,0.184,14.12,18.16,20.48,HDFC Bank,6,29,43,89.3,44.6,Equity,Low,Tier-2
CUST0000448,31,Female,IT/Tech,0.935,0.68,73.5,37.34,41.49,SBI,4,51,19,47.4,17.2,Equity,High,Tier-2
CUST0000449,70,Female,IT/Tech,0.69,0.377,45.69,13.98,16.16,Axis Bank,6,41,11,66.8,44.9,Equity,Moderate,Tier-1
CUST0000450,62,Male,Other,0.3,0.213,2.43,0.41,14.35,ICICI Bank,8,190,15,93.4,52.6,Mutual Funds,Low,Tier-2
CUST0000451,43,Male,Business Owner,1.796,1.472,30.55,45.38,67.94,SBI,8,164,89,58.7,69.1,Equity,Low,Tier-1
CUST0000452,40,Male,Other,0.591,0.348,36.16,43.72,26.07,SBI,8,71,9,48.6,52.9,Hybrid,High,Tier-2
CUST0000453,58,Female,Government,0.485,0.322,37.69,0.34,5.21,SBI,1,267,32,90.9,78.0,Fixed Deposits,Moderate,Tier-1
CUST0000454,32,Male,Retired,0.549,0.397,9.29,11.04,11.85,SBI,5,60,106,82.9,1.7,Real Estate,Moderate,Tier-1
CUST0000455,41,Female,Retired,0.3,0.223,15.12,22.22,3.82,ICICI Bank,3,144,113,91.2,26.6,Equity,Low,Tier-1
CUST0000456,29,Male,Healthcare,0.361,0.215,26.58,38.21,0.72,SBI,7,55,33,81.5,74.6,Fixed Deposits,Moderate,Tier-1
CUST0000457,26,Male,IT/Tech,1.397,1.04,43.7,61.72,21.44,SBI,5,219,67,65.3,48.7,Mutual Funds,Moderate,Tier-3
CUST0000458,38,Male,Government,0.572,0.276,40.65,1.32,14.81,Axis Bank,4,260,100,94.5,49.6,Real Estate,Moderate,Tier-1
CUST0000459,37,Male,IT/Tech,1.239,0.646,107.1,33.79,35.06,HDFC Bank,4,230,111,31.4,17.4,Equity,Moderate,Tier-1
CUST0000460,23,Male,IT/Tech,1.513,1.228,30.29,5.67,83.15,HDFC Bank,1,238,94,36.8,1.7,Equity,Low,Tier-2
CUST0000461,48,Male,Retired,0.421,0.232,5.43,0.35,20.82,HDFC Bank,7,135,106,34.2,23.1,Fixed Deposits,Low,Tier-2
CUST0000462,52,Male,IT/Tech,1.424,0.997,58.36,84.0,39.05,HDFC Bank,5,121,36,47.3,56.6,Mutual Funds,Moderate,Tier-2
CUST0000463,44,Female,Healthcare,0.817,0.334,20.8,2.62,21.67,ICICI Bank,4,192,60,64.9,55.0,Real Estate,High,Tier-1
CUST0000464,35,Male,Manufacturing,0.538,0.321,40.31,14.92,15.65,HDFC Bank,8,259,46,52.5,17.1,Gold,Moderate,Tier-2
CUST0000465,53,Other,IT/Tech,1.024,0.709,61.42,24.93,33.63,HDFC Bank,7,87,107,73.2,42.3,Real Estate,Moderate,Tier-3
CUST0000466,48,Male,Banking/Finance,1.282,0.94,82.69,48.87,0.35,SBI,3,72,29,38.2,12.2,Fixed Deposits,High,Tier-1
CUST0000467,61,Female,IT/Tech,0.701,0.333,18.3,3.04,37.21,SBI,5,148,65,50.3,66.7,Gold,High,Tier-2
CUST0000468,36,Male,Business Owner,0.96,0.71,35.36,39.69,48.59,SBI,4,174,45,80.2,25.8,Mutual Funds,Moderate,Tier-3
CUST0000469,45,Male,Healthcare,0.308,0.204,25.24,15.68,11.71,Kotak Mahindra,2,233,14,86.4,21.9,Mutual Funds,Moderate,Tier-2
CUST0000470,38,Male,Banking/Finance,1.004,0.405,62.4,24.6,58.08,Axis Bank,3,69,72,41.6,41.5,Fixed Deposits,High,Tier-1
CUST0000471,47,Female,Government,0.554,0.26,17.5,26.2,8.25,Kotak Mahindra,8,275,93,22.2,32.2,Equity,Moderate,Tier-2
CUST0000472,42,Female,IT/Tech,0.585,0.396,11.43,12.63,16.62,HDFC Bank,1,12,52,82.9,31.1,Mutual Funds,Low,Tier-1
CUST0000473,31,Male,IT/Tech,1.17,0.739,21.59,25.04,20.15,HDFC Bank,2,18,48,94.3,1.9,Fixed Deposits,Low,Tier-1
CUST0000474,39,Male,Government,0.613,0.352,9.43,10.63,32.91,SBI,5,234,106,58.5,60.2,Mutual Funds,Moderate,Tier-1
CUST0000475,29,Female,Business Owner,1.391,0.855,37.91,46.58,34.93,ICICI Bank,6,6,89,26.6,49.2,Mutual Funds,Low,Tier-1
CUST0000476,51,Male,Manufacturing,0.649,0.316,10.26,7.48,24.86,SBI,1,271,109,64.2,41.5,Fixed Deposits,Low,Tier-3
CUST0000477,63,Female,Retired,0.3,0.125,26.87,32.79,3.25,SBI,8,267,82,54.6,31.2,Fixed Deposits,Moderate,Tier-1
CUST0000478,43,Female,Banking/Finance,0.566,0.406,37.98,15.11,6.16,Kotak Mahindra,5,101,24,71.9,54.1,Real Estate,Moderate,Tier-2
CUST0000479,31,Male,IT/Tech,1.181,0.696,88.36,110.71,26.55,SBI,4,250,100,79.2,35.0,Fixed Deposits,Low,Tier-2
CUST0000480,36,Male,Business Owner,1.841,1.196,54.81,9.78,89.2,SBI,1,253,75,25.9,59.5,Fixed Deposits,High,Tier-1
CUST0000481,41,Male,Business Owner,1.262,0.587,117.52,70.33,9.33,Kotak Mahindra,8,216,33,55.6,22.3,Fixed Deposits,High,Tier-2
CUST0000482,45,Male,Healthcare,1.022,0.719,32.89,0.06,47.08,Other,7,278,30,71.6,18.5,Equity,High,Tier-3
CUST0000483,26,Female,Retired,0.3,0.2,23.65,30.54,11.8,PNB,1,199,75,32.6,41.4,Fixed Deposits,Moderate,Tier-3
CUST0000484,50,Other,Banking/Finance,0.485,0.348,4.44,5.16,5.37,Axis Bank,6,92,8,83.7,73.6,Hybrid,High,Tier-2
CUST0000485,62,Male,Retired,0.309,0.196,19.42,21.48,3.93,HDFC Bank,2,210,114,84.7,55.2,Mutual Funds,High,Tier-1
CUST0000486,28,Female,IT/Tech,0.924,0.628,77.28,73.18,6.32,SBI,4,265,43,81.0,14.0,Equity,Moderate,Tier-1
CUST0000487,39,Female,Manufacturing,0.512,0.258,42.21,27.05,22.96,HDFC Bank,6,186,106,33.8,25.1,Real Estate,High,Tier-3
CUST0000488,33,Female,Manufacturing,0.419,0.186,6.67,1.38,22.68,HDFC Bank,4,28,33,18.9,31.7,Equity,High,Tier-1
CUST0000489,46,Female,Banking/Finance,1.23,0.869,70.12,61.2,44.36,Other,5,86,89,44.7,40.8,Fixed Deposits,Moderate,Tier-1
CUST0000490,46,Female,Other,0.475,0.397,36.71,45.25,22.82,Axis Bank,6,173,88,93.4,41.3,Equity,Low,Tier-1
CUST0000491,39,Male,Banking/Finance,0.746,0.473,64.27,4.77,3.11,SBI,7,105,56,22.2,55.6,Mutual Funds,Moderate,Tier-2
CUST0000492,53,Male,Government,0.411,0.328,12.63,13.23,8.78,HDFC Bank,4,94,118,87.8,43.5,Real Estate,Moderate,Tier-1
CUST0000493,68,Female,Retired,0.3,0.183,21.91,19.08,6.71,PNB,1,62,113,72.4,36.4,Equity,Low,Tier-1
CUST0000494,71,Male,Manufacturing,0.645,0.513,50.07,57.72,28.81,ICICI Bank,2,17,67,66.2,16.3,Mutual Funds,Moderate,Tier-3
CUST0000495,67,Female,IT/Tech,1.335,1.034,81.75,110.1,76.01,HDFC Bank,4,89,38,29.5,44.5,Real Estate,Moderate,Tier-2
CUST0000496,30,Male,Manufacturing,0.489,0.394,5.6,3.36,8.91,SBI,2,16,39,47.9,44.6,Fixed Deposits,Low,Tier-2
CUST0000497,46,Male,Manufacturing,0.987,0.758,70.23,93.5,0.71,Other,7,204,96,24.3,31.7,Gold,Moderate,Tier-3
CUST0000498,30,Male,Business Owner,1.585,1.275,98.37,119.21,55.97,Other,6,30,117,51.6,28.3,Mutual Funds,Low,Tier-2
CUST0000499,50,Male,Banking/Finance,1.267,0.525,78.76,34.97,27.4,PNB,7,279,74,70.3,36.4,Fixed Deposits,Low,Tier-1
CUST0000500,54,Female,IT/Tech,0.638,0.405,56.6,77.41,35.67,Kotak Mahindra,6,113,107,39.2,30.2,Equity,Moderate,Tier-3
CUST0000501,40,Male,IT/Tech,0.786,0.421,5.56,4.66,10.63,PNB,3,211,60,67.5,74.8,Equity,Moderate,Tier-2
CUST0000502,41,Female,Retired,0.318,0.181,29.57,28.2,16.67,Kotak Mahindra,8,192,119,81.7,22.6,Equity,Low,Tier-2
CUST0000503,35,Male,Banking/Finance,0.698,0.521,63.7,83.71,3.79,Bank of Baroda,7,233,68,60.1,52.8,Real Estate,Moderate,Tier-2
CUST0000504,50,Female,IT/Tech,0.734,0.393,69.1,55.27,0.34,HDFC Bank,4,60,25,61.7,10.4,Mutual Funds,Low,Tier-3
CUST0000505,24,Male,IT/Tech,0.914,0.741,29.16,25.16,49.09,Other,1,291,20,49.2,83.7,Fixed Deposits,Low,Tier-3
CUST0000506,24,Male,IT/Tech,0.977,0.443,83.0,88.23,31.56,Bank of Baroda,1,205,9,80.7,73.3,None,High,Tier-2
CUST0000507,48,Female,IT/Tech,0.903,0.699,73.74,26.4,51.04,Other,4,68,17,64.9,23.5,Hybrid,Low,Tier-1
CUST0000508,35,Female,Banking/Finance,1.213,0.529,11.94,13.04,50.64,ICICI Bank,3,168,110,47.0,54.9,Fixed Deposits,Low,Tier-2
CUST0000509,50,Male,IT/Tech,1.064,0.781,63.91,67.91,39.48,ICICI Bank,1,206,103,75.1,74.2,Fixed Deposits,Moderate,Tier-3
CUST0000510,33,Female,Government,0.402,0.171,19.82,24.21,1.67,Other,8,287,25,72.2,29.8,Fixed Deposits,Moderate,Tier-1
CUST0000511,30,Female,Government,0.641,0.497,27.74,34.21,30.18,HDFC Bank,1,276,40,52.5,67.3,None,Moderate,Tier-1
CUST0000512,54,Female,IT/Tech,1.327,0.893,41.46,54.78,36.23,Other,8,186,96,48.5,8.1,Mutual Funds,Moderate,Tier-3
CUST0000513,23,Male,IT/Tech,1.623,0.85,37.09,27.84,13.65,Axis Bank,4,167,82,26.5,44.2,Equity,High,Tier-3
CUST0000514,31,Male,Banking/Finance,0.679,0.284,10.38,14.11,24.95,HDFC Bank,7,7,84,58.3,28.6,Mutual Funds,Low,Tier-2
CUST0000515,41,Female,Government,0.589,0.241,6.37,5.81,14.54,ICICI Bank,7,181,30,83.9,42.8,Gold,Low,Tier-3
CUST0000516,28,Male,Other,0.656,0.451,55.19,65.48,22.22,HDFC Bank,4,126,70,84.0,23.0,Hybrid,Low,Tier-3
CUST0000517,74,Male,Retired,0.446,0.187,30.36,17.18,19.53,SBI,4,212,118,55.7,31.2,Real Estate,Low,Tier-2
CUST0000518,27,Male,Banking/Finance,0.583,0.425,37.52,24.19,8.16,Other,1,195,57,41.1,18.6,Fixed Deposits,Low,Tier-3
CUST0000519,44,Male,Government,0.46,0.283,26.1,7.39,20.38,SBI,5,120,67,20.6,40.2,Fixed Deposits,Moderate,Tier-3
CUST0000520,32,Male,Retired,0.3,0.153,3.49,4.07,7.53,HDFC Bank,7,41,41,81.3,35.8,Gold,Moderate,Tier-2
CUST0000521,34,Male,Government,0.867,0.582,16.15,11.1,37.03,Axis Bank,7,246,88,80.5,63.3,Equity,Low,Tier-1
CUST0000522,35,Male,Government,0.594,0.456,48.13,9.68,10.94,HDFC Bank,5,77,110,61.9,41.9,Real Estate,Low,Tier-2
CUST0000523,34,Male,IT/Tech,0.677,0.274,45.14,43.88,19.47,SBI,5,119,86,93.2,58.9,Gold,High,Tier-2
CUST0000524,32,Female,Government,0.519,0.267,6.21,4.21,2.94,Kotak Mahindra,8,73,80,86.6,51.4,None,Moderate,Tier-2
CUST0000525,31,Male,Other,0.384,0.236,27.21,27.12,4.51,SBI,8,115,110,48.7,36.8,Fixed Deposits,Low,Tier-1
CUST0000526,46,Male,Banking/Finance,1.234,0.834,21.6,21.25,1.56,Axis Bank,1,145,93,72.0,33.9,Mutual Funds,High,Tier-1
CUST0000527,67,Female,Manufacturing,0.564,0.236,15.72,21.74,4.67,ICICI Bank,8,9,55,61.8,62.5,Gold,Low,Tier-2
CUST0000528,37,Male,IT/Tech,0.671,0.445,16.38,2.59,1.86,HDFC Bank,3,72,100,85.0,41.5,Real Estate,Moderate,Tier-2
CUST0000529,43,Male,Healthcare,0.529,0.26,7.5,7.22,10.2,HDFC Bank,3,87,60,83.0,51.5,Real Estate,Low,Tier-1
CUST0000530,56,Female,Government,0.721,0.559,7.77,7.4,1.62,Axis Bank,2,72,41,83.4,21.8,Hybrid,High,Tier-2
CUST0000531,38,Male,Retired,0.457,0.281,10.26,10.84,18.22,ICICI Bank,8,160,45,66.4,4.6,Gold,High,Tier-2
CUST0000532,43,Male,Business Owner,1.962,1.485,108.15,102.12,110.88,SBI,5,257,10,82.8,20.5,Real Estate,Moderate,Tier-1
CUST0000533,62,Male,Government,0.749,0.385,54.15,41.16,40.55,Kotak Mahindra,7,108,28,52.3,25.4,Gold,Moderate,Tier-1
CUST0000534,30,Female,Government,0.902,0.481,59.36,55.89,15.8,Axis Bank,2,253,18,63.7,17.3,Equity,High,Tier-2
CUST0000535,51,Male,Government,0.492,0.274,45.11,4.3,27.94,SBI,6,112,56,61.0,37.8,Hybrid,Moderate,Tier-3
CUST0000536,60,Male,Healthcare,0.524,0.213,45.06,5.9,9.87,SBI,5,243,28,65.7,74.0,Mutual Funds,Moderate,Tier-1
CUST0000537,57,Male,Manufacturing,0.492,0.349,28.87,43.26,5.7,HDFC Bank,6,196,66,55.3,40.1,Equity,High,Tier-1
CUST0000538,63,Male,Banking/Finance,0.476,0.28,42.47,57.64,14.46,Axis Bank,2,129,104,20.2,23.5,None,High,Tier-2
CUST0000539,58,Female,IT/Tech,0.996,0.641,42.81,14.65,22.22,ICICI Bank,4,210,83,84.5,27.8,Mutual Funds,Moderate,Tier-1
CUST0000540,34,Male,Banking/Finance,0.932,0.473,12.98,0.03,26.51,HDFC Bank,8,212,19,73.9,48.4,Fixed Deposits,Low,Tier-1
CUST0000541,62,Female,Other,0.439,0.25,9.83,1.11,9.42,Bank of Baroda,7,202,36,76.5,31.6,Mutual Funds,Low,Tier-1
CUST0000542,62,Male,IT/Tech,0.686,0.516,29.52,29.31,1.24,SBI,5,96,35,51.3,45.5,Mutual Funds,Moderate,Tier-3
CUST0000543,56,Female,Retired,0.306,0.257,24.99,37.24,15.01,HDFC Bank,6,82,57,49.2,6.9,Mutual Funds,High,Tier-2
CUST0000544,34,Male,IT/Tech,0.994,0.496,88.67,132.73,35.34,ICICI Bank,4,165,86,92.2,58.2,None,Moderate,Tier-2
CUST0000545,47,Female,Business Owner,2.259,1.849,181.43,191.6,46.07,SBI,3,88,86,71.8,39.9,Fixed Deposits,Low,Tier-3
CUST0000546,33,Male,Business Owner,1.789,1.239,32.41,29.82,88.43,Axis Bank,1,104,16,18.1,19.8,Fixed Deposits,High,Tier-3
CUST0000547,67,Male,Retired,0.399,0.244,5.03,6.83,21.69,PNB,5,115,110,93.5,87.2,Gold,Low,Tier-1
CUST0000548,68,Female,Government,0.465,0.206,22.11,5.37,20.14,Axis Bank,5,166,45,44.6,41.1,Gold,Low,Tier-2
CUST0000549,22,Male,Manufacturing,0.581,0.408,55.77,47.99,12.14,SBI,1,55,50,55.8,50.6,Fixed Deposits,High,Tier-1
CUST0000550,45,Male,Business Owner,1.9,1.444,123.08,3.75,37.86,Kotak Mahindra,7,160,110,61.2,67.3,Fixed Deposits,Low,Tier-1
CUST0000551,54,Male,Healthcare,0.533,0.326,45.11,26.34,3.55,Bank of Baroda,3,248,8,60.4,46.6,Fixed Deposits,Moderate,Tier-2
CUST0000552,37,Female,Business Owner,1.033,0.462,12.82,0.2,17.67,SBI,2,248,68,58.1,69.2,Fixed Deposits,Moderate,Tier-2
CUST0000553,73,Male,Banking/Finance,0.808,0.381,20.11,25.26,10.67,HDFC Bank,4,178,22,76.7,33.3,Fixed Deposits,Low,Tier-3
CUST0000554,36,Male,Manufacturing,0.353,0.292,7.91,1.48,19.67,ICICI Bank,3,230,87,58.2,27.7,Equity,Low,Tier-1
CUST0000555,43,Female,Business Owner,2.07,1.689,94.9,61.82,37.89,Other,2,235,111,52.0,56.8,Mutual Funds,Moderate,Tier-2
CUST0000556,49,Female,Government,0.526,0.352,38.06,30.62,2.54,Axis Bank,1,84,25,28.1,73.4,Fixed Deposits,Low,Tier-2
CUST0000557,22,Female,Healthcare,0.922,0.419,54.75,5.62,49.79,Bank of Baroda,5,239,49,73.6,17.8,Real Estate,Low,Tier-2
CUST0000558,46,Male,Other,0.595,0.321,50.9,21.87,14.96,ICICI Bank,1,215,30,99.0,58.9,Mutual Funds,Moderate,Tier-2
CUST0000559,45,Female,Other,0.381,0.254,28.61,37.9,8.38,Axis Bank,6,178,58,27.4,21.5,Fixed Deposits,Moderate,Tier-1
CUST0000560,45,Female,IT/Tech,0.79,0.598,15.07,15.58,37.55,ICICI Bank,7,77,91,68.5,50.4,None,Moderate,Tier-1
CUST0000561,33,Female,Retired,0.462,0.215,5.73,3.83,14.12,SBI,2,169,22,38.7,9.1,Fixed Deposits,Moderate,Tier-2
CUST0000562,23,Male,Government,0.455,0.321,7.9,8.03,24.55,SBI,3,28,113,52.0,26.1,Real Estate,Low,Tier-1
CUST0000563,64,Female,Banking/Finance,0.882,0.478,49.34,31.5,48.27,Other,2,250,82,79.1,20.9,Fixed Deposits,High,Tier-1
CUST0000564,37,Male,Business Owner,1.253,0.925,16.24,14.02,60.67,SBI,8,278,81,28.2,20.7,Fixed Deposits,High,Tier-3
CUST0000565,40,Male,IT/Tech,1.272,0.522,45.56,15.68,20.77,Kotak Mahindra,8,254,50,82.9,49.0,Fixed Deposits,High,Tier-1
CUST0000566,29,Male,IT/Tech,1.028,0.643,93.66,20.71,10.21,HDFC Bank,4,263,11,63.7,53.0,Equity,Low,Tier-1
CUST0000567,49,Female,Healthcare,0.3,0.125,3.74,0.29,0.69,SBI,5,75,113,11.7,31.3,Gold,High,Tier-1
CUST0000568,27,Female,Banking/Finance,0.842,0.45,12.08,8.37,16.05,HDFC Bank,7,54,60,11.5,55.7,Fixed Deposits,Moderate,Tier-2
CUST0000569,51,Male,Healthcare,0.714,0.298,42.98,12.37,8.09,SBI,6,71,54,81.8,19.2,Fixed Deposits,Low,Tier-1
CUST0000570,31,Female,Other,0.658,0.361,39.52,19.82,39.26,HDFC Bank,5,59,77,73.9,83.6,Hybrid,Moderate,Tier-1
CUST0000571,37,Male,Other,0.347,0.185,23.83,34.36,16.46,Axis Bank,1,197,60,85.8,29.7,Mutual Funds,Low,Tier-2
CUST0000572,37,Male,Other,0.3,0.217,16.28,19.47,0.84,SBI,5,220,38,16.7,31.0,Mutual Funds,Moderate,Tier-1
CUST0000573,41,Male,Business Owner,1.756,1.399,47.27,58.9,53.32,Kotak Mahindra,4,128,55,45.4,45.1,Mutual Funds,Moderate,Tier-2
CUST0000574,41,Female,Manufacturing,0.343,0.171,14.55,19.62,14.77,Other,2,209,57,64.1,13.7,Equity,Low,Tier-2
CUST0000575,68,Female,Banking/Finance,0.418,0.339,35.97,3.17,10.28,Axis Bank,1,164,19,14.3,12.0,Equity,Moderate,Tier-2
CUST0000576,36,Male,Business Owner,1.951,1.476,42.65,46.56,107.83,SBI,2,200,40,46.0,77.0,Real Estate,Moderate,Tier-3
CUST0000577,30,Female,Manufacturing,0.667,0.35,16.54,5.01,11.4,SBI,3,195,26,88.4,52.0,Fixed Deposits,High,Tier-2
CUST0000578,48,Female,Government,0.527,0.29,10.66,15.0,19.65,ICICI Bank,3,188,41,68.0,43.3,Fixed Deposits,Moderate,Tier-1
CUST0000579,25,Male,Banking/Finance,0.693,0.53,27.49,15.9,41.18,SBI,4,271,22,49.6,30.7,Hybrid,High,Tier-2
CUST0000580,73,Male,Other,0.313,0.207,24.81,8.76,17.48,ICICI Bank,6,248,105,76.7,35.8,Fixed Deposits,Low,Tier-2
CUST0000581,63,Male,Manufacturing,0.489,0.265,15.49,23.02,2.29,ICICI Bank,1,216,16,37.5,36.2,Equity,Low,Tier-2
CUST0000582,32,Female,Government,0.664,0.267,23.42,33.44,0.82,HDFC Bank,4,182,49,47.7,69.9,None,Low,Tier-2
CUST0000583,24,Female,Manufacturing,0.563,0.38,18.74,26.4,20.22,HDFC Bank,5,157,97,57.2,24.5,Real Estate,Moderate,Tier-3
CUST0000584,54,Female,IT/Tech,0.788,0.34,65.36,73.33,43.78,HDFC Bank,8,66,111,59.0,23.5,Fixed Deposits,Low,Tier-2
CUST0000585,30,Female,Retired,0.3,0.164,6.51,6.99,12.09,HDFC Bank,8,237,59,76.4,44.4,Gold,High,Tier-3
CUST0000586,69,Female,Manufacturing,0.348,0.28,3.63,2.16,2.58,ICICI Bank,4,5,108,50.1,5.2,Equity,Moderate,Tier-3
CUST0000587,46,Male,Other,0.498,0.322,19.31,10.71,17.07,HDFC Bank,3,37,53,34.5,29.5,Fixed Deposits,Low,Tier-1
CUST0000588,60,Male,Business Owner,1.101,0.87,6.98,6.96,23.08,SBI,5,218,57,61.1,39.3,Fixed Deposits,Moderate,Tier-3
CUST0000589,46,Male,Manufacturing,0.543,0.254,36.0,43.95,17.15,HDFC Bank,2,115,100,78.2,31.7,Gold,Moderate,Tier-3
CUST0000590,66,Female,IT/Tech,1.386,0.861,95.0,92.96,39.55,PNB,1,48,77,47.8,19.4,Real Estate,High,Tier-2
CUST0000591,42,Male,Healthcare,0.627,0.447,32.36,30.16,13.22,SBI,7,157,70,47.7,71.1,Fixed Deposits,High,Tier-1
CUST0000592,55,Male,Other,0.396,0.199,30.49,31.6,12.38,Kotak Mahindra,6,138,100,76.7,29.8,Equity,High,Tier-3
CUST0000593,28,Male,Government,0.551,0.398,11.34,2.03,25.77,ICICI Bank,7,261,68,77.9,33.8,Gold,Low,Tier-1
CUST0000594,25,Female,Banking/Finance,0.719,0.51,12.79,12.32,21.86,HDFC Bank,3,228,20,47.2,23.1,Hybrid,Moderate,Tier-3
CUST0000595,49,Female,Business Owner,1.506,0.793,71.86,66.17,30.57,Kotak Mahindra,1,181,33,39.6,77.5,Equity,Low,Tier-3
CUST0000596,59,Male,IT/Tech,0.943,0.613,79.4,47.46,28.36,Axis Bank,7,36,12,74.5,33.7,Mutual Funds,High,Tier-2
CUST0000597,36,Female,Business Owner,2.205,1.764,137.26,128.75,103.33,SBI,8,284,83,58.1,29.3,Real Estate,High,Tier-2
CUST0000598,34,Female,Government,0.377,0.247,27.65,17.36,20.0,HDFC Bank,8,263,103,68.2,26.2,Fixed Deposits,Low,Tier-3
CUST0000599,41,Female,IT/Tech,1.032,0.52,12.26,14.24,38.75,HDFC Bank,8,295,97,65.2,49.4,Real Estate,Moderate,Tier-1
CUST0000600,49,Male,Banking/Finance,1.028,0.718,88.22,90.73,42.74,HDFC Bank,4,28,20,69.3,69.7,Mutual Funds,High,Tier-1
CUST0000601,43,Female,Banking/Finance,0.707,0.549,66.28,69.96,30.35,Kotak Mahindra,6,55,90,80.8,12.2,None,Moderate,Tier-1
CUST0000602,61,Male,Retired,0.424,0.189,17.42,13.57,22.75,Kotak Mahindra,8,228,92,53.6,54.3,Hybrid,Moderate,Tier-3
CUST0000603,49,Male,IT/Tech,0.897,0.572,41.38,11.14,24.84,Other,2,222,58,48.9,60.6,Fixed Deposits,Low,Tier-2
CUST0000604,73,Female,Banking/Finance,0.895,0.736,12.83,8.29,32.04,ICICI Bank,3,279,63,61.1,19.2,Real Estate,Moderate,Tier-2
CUST0000605,43,Male,Healthcare,0.443,0.239,27.75,10.91,8.51,HDFC Bank,4,168,41,70.5,16.8,Mutual Funds,High,Tier-3
CUST0000606,73,Female,Government,0.522,0.375,14.44,6.62,29.16,ICICI Bank,8,40,82,50.4,53.4,None,Low,Tier-1
CUST0000607,31,Male,Other,0.3,0.152,7.21,1.48,12.54,Other,6,32,74,79.7,26.8,Mutual Funds,Moderate,Tier-1
CUST0000608,38,Female,Retired,0.549,0.368,10.59,8.66,22.66,PNB,8,270,112,77.5,49.0,Hybrid,Low,Tier-1
CUST0000609,23,Male,Retired,0.461,0.261,13.22,12.87,4.22,ICICI Bank,5,12,18,62.7,23.9,Mutual Funds,Moderate,Tier-3
CUST0000610,26,Male,IT/Tech,1.051,0.834,50.44,45.03,60.43,Other,1,19,117,32.4,32.0,Fixed Deposits,High,Tier-1
CUST0000611,31,Female,Other,0.348,0.188,26.17,17.14,15.16,HDFC Bank,8,167,78,60.2,17.3,Hybrid,High,Tier-2
CUST0000612,33,Female,IT/Tech,0.789,0.545,71.4,57.6,30.45,SBI,2,284,111,48.3,56.0,Real Estate,Moderate,Tier-1
CUST0000613,22,Male,Healthcare,0.913,0.533,55.14,51.66,24.36,Kotak Mahindra,8,123,13,26.8,49.8,Hybrid,Low,Tier-3
CUST0000614,55,Female,Manufacturing,0.414,0.331,31.37,41.53,4.46,Kotak Mahindra,4,177,60,90.0,54.4,Gold,Low,Tier-1
CUST0000615,37,Female,IT/Tech,1.39,0.972,28.6,9.08,23.61,Kotak Mahindra,1,124,16,75.7,58.8,Real Estate,Low,Tier-1
CUST0000616,43,Male,Business Owner,1.124,0.826,32.21,22.66,50.55,PNB,6,117,98,63.0,27.1,Mutual Funds,Low,Tier-3
CUST0000617,35,Female,Banking/Finance,0.486,0.266,18.27,27.26,1.49,Axis Bank,5,85,25,63.3,21.1,None,Moderate,Tier-1
CUST0000618,23,Male,Business Owner,0.971,0.487,36.63,0.6,33.21,SBI,6,5,13,89.1,19.0,Real Estate,Moderate,Tier-3
CUST0000619,24,Female,IT/Tech,1.487,0.981,122.94,111.56,28.92,Axis Bank,2,39,21,12.5,7.7,Fixed Deposits,High,Tier-1
