applicant_id,applicant_age,applicant_gender,employment_type,employment_years,annual_income_lakh,loan_purpose,loan_amount_lakh,loan_tenure_months,interest_rate_pct,credit_score,credit_grade,num_credit_accounts,existing_emis,months_since_last_default,debt_to_income_ratio,total_assets_lakh,property_ownership,state_name,geographic_tier,default_flag
APP002743,23,Male,Salaried,16.7,4.94,Auto Loan,2.75,180,16.05,640,BB,3,2,999.0,0.24,27.7,Rented,Maharashtra,Tier-1,No
APP002744,31,Male,Salaried,27.8,5.31,Home Loan,10.5,24,15.48,579,B,6,1,35.0,0.12,12.71,Own,Tamil Nadu,Tier-1,No
APP002745,55,Female,Business Owner,0.5,18.19,Home Loan,30.33,60,12.99,627,BB,4,1,999.0,0.12,63.52,Rented,Madhya Pradesh,Tier-2,No
APP002746,37,Other,Self-Employed,4.2,17.06,Personal Loan,2.88,180,14.67,746,A,6,5,999.0,0.6,75.76,Rented,Gujarat,Tier-1,No
APP002747,60,Female,Self-Employed,9.0,32.81,Home Loan,33.35,84,11.22,636,BB,6,1,999.0,0.12,56.02,Company Provided,Karnataka,Tier-1,No
APP002748,43,Female,Salaried,1.9,7.76,Personal Loan,3.51,84,13.45,569,B,5,5,64.0,0.6,19.37,Rented,Gujarat,Tier-1,Yes
APP002749,33,Female,Self-Employed,2.9,9.45,Home Loan,11.57,60,11.73,709,A,9,5,106.0,0.6,23.4,Own,Tamil Nadu,Tier-1,No
APP002750,45,Female,Self-Employed,1.7,17.11,Education Loan,4.22,180,9.76,642,BB,2,2,80.0,0.24,31.17,Own,Madhya Pradesh,Tier-2,No
APP002751,61,Female,Salaried,0.5,12.35,Home Loan,13.99,180,9.84,836,AAA,4,0,999.0,0.0,34.77,Parental,Karnataka,Tier-1,No
APP002752,59,Male,Business Owner,0.5,12.53,Business Loan,8.71,60,11.66,698,BBB,5,5,999.0,0.6,20.02,Own,Delhi NCT,Tier-1,No
APP002753,31,Male,Salaried,0.5,8.89,Education Loan,3.07,84,10.15,878,AAA,3,1,999.0,0.12,18.61,Rented,Maharashtra,Tier-1,No
APP002754,56,Female,Salaried,3.7,6.39,Home Loan,12.13,240,7.75,671,BBB,8,0,999.0,0.0,35.7,Own,Rajasthan,Tier-2,No
APP002755,53,Male,Salaried,4.8,4.78,Personal Loan,1.51,48,8.77,661,BBB,3,5,45.0,0.6,14.65,Parental,Uttar Pradesh,Tier-3,No
APP002756,28,Male,Self-Employed,1.8,10.05,Auto Loan,7.39,48,12.83,652,BBB,6,3,999.0,0.36,42.51,Parental,Bihar,Tier-3,No
APP002757,42,Male,Self-Employed,8.7,25.02,Auto Loan,5.24,24,12.38,743,A,4,4,56.0,0.48,64.21,Own,Rajasthan,Tier-2,No
APP002758,41,Female,Self-Employed,10.9,7.29,Home Loan,7.03,60,7.74,655,BBB,6,3,16.0,0.36,52.06,Rented,Maharashtra,Tier-1,No
APP002759,47,Male,Business Owner,0.8,6.56,Home Loan,10.03,24,13.31,642,BB,4,3,999.0,0.36,19.16,Own,Bihar,Tier-3,No
APP002760,25,Female,Salaried,0.5,5.2,Home Loan,5.4,60,11.96,621,BB,7,3,999.0,0.36,21.9,Parental,Delhi NCT,Tier-1,No
APP002761,43,Female,Self-Employed,1.9,14.51,Personal Loan,1.92,24,10.51,669,BBB,4,1,999.0,0.12,124.42,Parental,Telangana,Tier-1,No
APP002762,36,Female,Self-Employed,6.2,13.71,Home Loan,13.54,240,13.46,693,BBB,8,4,2.0,0.48,93.92,Own,Rajasthan,Tier-2,No
APP002763,61,Female,Contract,3.5,18.15,Auto Loan,13.02,60,9.07,756,AA,6,2,104.0,0.24,63.51,Rented,Maharashtra,Tier-1,No
APP002764,42,Female,Salaried,3.3,16.18,Personal Loan,6.17,24,13.73,694,BBB,4,5,999.0,0.6,44.1,Parental,Assam,Tier-3,No
APP002765,36,Male,Contract,0.8,10.63,Auto Loan,4.02,84,7.0,615,BB,9,1,999.0,0.12,34.75,Own,Gujarat,Tier-1,No
APP002766,43,Male,Salaried,2.2,12.91,Business Loan,8.12,60,9.44,641,BB,1,1,13.0,0.12,19.69,Own,Kerala,Tier-2,No
APP002767,49,Male,Self-Employed,16.0,7.17,Business Loan,5.95,84,10.24,621,BB,3,1,999.0,0.12,44.61,Own,Tamil Nadu,Tier-1,No
APP002768,35,Female,Self-Employed,2.1,15.82,Home Loan,23.83,120,9.33,779,AA,4,2,999.0,0.24,129.19,Own,West Bengal,Tier-1,No
APP002769,48,Female,Business Owner,4.5,13.6,Education Loan,3.95,84,9.04,774,AA,8,4,999.0,0.48,54.52,Rented,Delhi NCT,Tier-1,No
APP002770,62,Female,Salaried,0.5,14.41,Auto Loan,10.45,36,12.67,675,BBB,7,5,59.0,0.6,117.05,Own,Tamil Nadu,Tier-1,No
APP002771,61,Male,Salaried,0.5,11.36,Education Loan,2.43,36,13.8,635,BB,5,0,29.0,0.0,30.81,Rented,Maharashtra,Tier-1,No
APP002772,49,Male,Salaried,2.8,6.96,Auto Loan,4.55,36,10.07,689,BBB,9,0,999.0,0.0,49.24,Parental,West Bengal,Tier-1,No
APP002773,47,Male,Self-Employed,,5.91,Personal Loan,2.83,84,10.01,701,A,3,0,999.0,0.0,46.36,Own,Telangana,Tier-1,No
APP002774,23,Male,Self-Employed,2.3,8.22,Auto Loan,4.25,48,14.36,584,B,1,1,97.0,0.12,66.46,Own,Andhra Pradesh,Tier-2,Yes
APP002775,46,Male,Business Owner,1.0,15.98,Home Loan,26.46,24,10.52,710,A,9,1,999.0,0.12,144.11,Rented,Assam,Tier-3,No
APP002776,24,Male,Salaried,6.7,5.76,Home Loan,9.24,60,10.01,593,B,2,1,999.0,0.12,50.81,Own,Uttar Pradesh,Tier-3,Yes
APP002777,29,Female,Salaried,0.8,8.3,Home Loan,11.09,48,7.47,633,BB,9,1,999.0,0.12,55.46,Own,Madhya Pradesh,Tier-2,No
APP002778,54,Male,Salaried,5.5,16.42,Business Loan,14.27,60,10.61,671,BBB,9,5,999.0,0.6,121.98,Own,Bihar,Tier-3,No
APP002779,63,Male,Salaried,15.7,17.22,Education Loan,8.36,180,13.22,691,BBB,4,0,999.0,0.0,11.08,Own,Maharashtra,Tier-1,No
APP002780,56,Female,Self-Employed,3.2,14.09,Business Loan,7.64,84,11.03,614,BB,6,5,27.0,0.6,127.81,Own,Chhattisgarh,Tier-3,No
APP002781,27,Male,Business Owner,1.1,30.56,Education Loan,4.17,84,11.04,639,BB,4,1,999.0,0.12,78.3,Own,Maharashtra,Tier-1,No
APP002782,60,Male,Contract,9.2,4.5,Gold Loan,1.48,36,12.56,711,A,2,4,999.0,0.48,32.49,Parental,Chhattisgarh,Tier-3,No
APP002783,44,Male,Salaried,3.5,18.42,Personal Loan,3.48,120,12.11,690,BBB,8,0,999.0,0.0,68.67,Rented,Tamil Nadu,Tier-1,No
APP002784,46,Male,Salaried,12.8,4.27,Home Loan,7.0,48,7.0,831,AAA,7,3,999.0,0.36,40.89,Rented,Telangana,Tier-1,No
APP002785,64,Male,Salaried,6.4,9.07,Auto Loan,4.79,48,10.17,633,BB,7,5,999.0,0.6,36.61,Own,Rajasthan,Tier-2,No
APP002786,40,Male,Self-Employed,2.8,6.93,Personal Loan,0.5,12,16.84,701,A,6,0,999.0,0.0,59.28,Rented,Karnataka,Tier-1,No
APP002787,26,Male,Contract,4.8,13.55,Personal Loan,6.07,60,11.28,612,BB,4,5,999.0,0.6,81.15,Rented,Uttar Pradesh,Tier-3,Yes
APP002788,32,Male,Salaried,0.9,3.81,Auto Loan,2.31,180,12.34,798,AA,8,3,999.0,0.36,28.15,Own,Madhya Pradesh,Tier-2,No
APP002789,33,Male,Salaried,2.4,3.42,Home Loan,3.64,36,7.38,809,AAA,4,0,102.0,0.0,19.95,Own,Bihar,Tier-3,No
APP002790,31,Female,Self-Employed,4.5,7.56,Home Loan,11.24,36,7.0,761,AA,1,3,38.0,0.36,47.5,Own,Karnataka,Tier-1,No
APP002791,29,Male,Self-Employed,4.5,7.27,Auto Loan,5.14,36,9.39,822,AAA,1,1,999.0,0.12,45.17,Own,Himachal Pradesh,Tier-3,No
APP002792,45,Female,Salaried,4.4,6.59,Home Loan,7.88,36,7.6,703,A,3,3,999.0,0.36,43.27,Rented,Maharashtra,Tier-1,No
APP002793,49,Male,Business Owner,6.8,9.96,Personal Loan,2.49,84,7.0,631,BB,1,5,999.0,0.6,66.82,Rented,Telangana,Tier-1,No
APP002794,62,Male,Salaried,0.6,13.17,Personal Loan,4.52,120,7.85,639,BB,6,2,999.0,0.24,76.77,Parental,Gujarat,Tier-1,No
APP002795,57,Female,Contract,0.5,8.61,Auto Loan,2.56,84,9.26,520,B,4,2,999.0,0.24,27.09,Parental,Himachal Pradesh,Tier-3,No
APP002796,58,Male,Salaried,0.8,21.16,Home Loan,33.87,36,10.1,518,B,6,1,999.0,0.12,111.45,Own,Maharashtra,Tier-1,Yes
APP002797,42,Male,Salaried,7.9,10.25,Auto Loan,7.59,60,7.0,759,AA,5,3,999.0,0.36,89.85,Own,Punjab,Tier-2,No
APP002798,29,Female,Salaried,0.5,14.66,Education Loan,2.07,60,11.5,627,BB,9,5,999.0,0.6,86.39,Rented,Rajasthan,Tier-2,No
APP002799,30,Male,Salaried,1.3,12.41,Business Loan,16.99,60,13.92,600,BB,3,2,999.0,0.24,108.47,Own,Bihar,Tier-3,No
APP002800,36,Female,Salaried,1.5,5.51,Education Loan,2.1,60,14.35,847,AAA,9,4,114.0,0.48,10.4,Own,Rajasthan,Tier-2,No
APP002801,61,Female,Self-Employed,5.2,8.13,Education Loan,3.43,60,7.0,699,BBB,6,2,999.0,0.24,50.74,Rented,Uttar Pradesh,Tier-3,No
APP002802,39,Male,Salaried,2.6,15.59,Personal Loan,6.21,36,7.0,778,AA,3,5,999.0,0.6,,Rented,Haryana,Tier-2,No
APP002803,63,Male,Self-Employed,1.1,4.08,Business Loan,5.12,180,13.01,692,BBB,9,3,,0.36,23.79,Own,Telangana,Tier-1,No
APP002804,41,Male,Salaried,3.0,11.79,Personal Loan,2.0,60,13.14,649,BB,6,4,999.0,0.48,89.13,Parental,Telangana,Tier-1,No
APP002805,27,Other,Salaried,,8.18,Home Loan,12.3,120,12.15,900,AAA,9,0,999.0,0.0,40.11,Rented,Maharashtra,Tier-1,No
APP002806,33,Female,Contract,7.7,5.99,Auto Loan,4.64,36,7.0,660,BBB,9,3,96.0,0.36,22.31,Own,Delhi NCT,Tier-1,No
APP002807,23,Female,Business Owner,0.7,12.47,Home Loan,23.59,48,10.07,742,A,5,0,999.0,0.0,79.47,Own,Rajasthan,Tier-2,No
APP002808,28,Male,Salaried,6.3,22.0,Home Loan,35.65,48,7.12,694,BBB,9,5,999.0,0.6,69.28,Own,Kerala,Tier-2,No
APP002809,37,Female,Salaried,0.5,3.5,Auto Loan,1.55,120,9.3,774,AA,9,0,999.0,0.0,19.12,Own,Gujarat,Tier-1,No
APP002810,24,Male,Self-Employed,6.4,5.54,Home Loan,8.97,60,10.97,801,AAA,9,5,999.0,0.6,21.07,Own,Gujarat,Tier-1,No
APP002811,24,Male,Salaried,,3.11,Personal Loan,0.87,36,7.8,638,BB,1,5,999.0,0.6,35.21,Parental,Punjab,Tier-2,Yes
APP002812,48,Female,Self-Employed,3.2,8.51,Education Loan,2.48,60,8.5,690,BBB,2,2,999.0,0.24,32.43,Rented,Odisha,Tier-3,No
APP002813,64,Male,Salaried,0.7,6.4,Home Loan,8.55,60,11.94,549,B,7,1,2.0,0.12,36.8,Own,Uttar Pradesh,Tier-3,No
APP002814,61,Female,Salaried,7.2,9.86,Business Loan,8.02,120,13.82,684,BBB,7,5,999.0,0.6,75.29,Parental,Maharashtra,Tier-1,No
APP002815,59,Male,Salaried,0.5,6.93,Personal Loan,3.17,36,15.08,775,AA,8,0,999.0,0.0,29.19,Parental,Telangana,Tier-1,No
APP002816,54,Female,Self-Employed,11.3,13.88,Education Loan,4.13,36,12.7,776,AA,4,4,103.0,0.48,74.92,Own,Telangana,Tier-1,No
APP002817,49,Male,Salaried,7.4,5.85,Personal Loan,1.42,24,12.84,837,AAA,7,3,104.0,0.36,32.92,Company Provided,Andhra Pradesh,Tier-2,No
APP002818,22,Male,Salaried,6.8,28.61,Personal Loan,4.6,24,11.91,756,AA,6,5,999.0,0.6,149.43,Rented,Gujarat,Tier-1,No
APP002819,29,Male,Self-Employed,7.0,15.19,Personal Loan,3.27,24,9.99,668,BBB,8,0,40.0,0.0,48.75,Own,Delhi NCT,Tier-1,Yes
APP002820,58,Male,Self-Employed,0.5,14.38,Business Loan,9.94,12,9.01,690,BBB,2,1,999.0,0.12,94.34,Own,Delhi NCT,Tier-1,No
APP002821,53,Male,Salaried,23.0,12.74,Home Loan,20.43,36,11.62,631,BB,6,1,999.0,0.12,107.38,Own,Karnataka,Tier-1,No
APP002822,64,Female,Business Owner,,8.12,Auto Loan,4.91,36,15.39,638,BB,6,4,21.0,0.48,43.2,Rented,Gujarat,Tier-1,No
APP002823,58,Male,Self-Employed,3.5,9.46,Home Loan,10.55,60,9.74,795,AA,3,1,65.0,0.12,40.51,Own,Rajasthan,Tier-2,No
APP002824,25,Male,Salaried,6.4,8.07,Education Loan,1.5,36,11.39,643,BB,7,4,999.0,0.48,59.18,Parental,Haryana,Tier-2,Yes
APP002825,51,Male,Salaried,6.7,6.96,Personal Loan,3.23,180,12.18,682,BBB,9,4,999.0,0.48,7.73,Rented,Bihar,Tier-3,No
APP002826,27,Male,Self-Employed,8.9,8.95,Personal Loan,2.92,12,8.04,760,AA,1,5,999.0,0.6,31.1,Own,Telangana,Tier-1,No
APP002827,40,Female,Salaried,1.5,14.24,Auto Loan,8.32,48,10.21,708,A,4,4,999.0,0.48,38.38,Own,Karnataka,Tier-1,No
APP002828,53,Female,Salaried,2.3,8.74,Auto Loan,4.21,36,11.3,661,BBB,8,0,999.0,0.0,22.07,Parental,Tamil Nadu,Tier-1,No
APP002829,30,Male,Self-Employed,8.0,12.77,Auto Loan,5.53,12,14.4,616,BB,8,1,999.0,0.12,44.45,Own,Tamil Nadu,Tier-1,Yes
APP002830,33,Male,Salaried,7.3,3.56,Personal Loan,0.6,48,10.52,650,BBB,5,4,68.0,0.48,20.4,Parental,Madhya Pradesh,Tier-2,No
APP002831,32,Female,Self-Employed,3.7,4.14,Auto Loan,1.07,60,11.81,663,BBB,5,4,48.0,0.48,21.07,Parental,West Bengal,Tier-1,No
APP002832,37,Male,Salaried,2.5,5.37,Home Loan,7.95,120,8.34,667,BBB,5,4,999.0,0.48,53.1,Own,Kerala,Tier-2,No
APP002833,22,Male,Salaried,17.3,22.24,Education Loan,2.19,12,8.55,774,AA,1,2,999.0,0.24,58.65,Rented,Karnataka,Tier-1,No
APP002834,42,Male,Salaried,2.7,27.24,Personal Loan,5.58,84,12.73,827,AAA,5,2,,0.24,65.28,Own,Tamil Nadu,Tier-1,No
APP002835,51,Male,Salaried,7.2,15.5,Personal Loan,2.87,36,14.11,566,B,2,5,999.0,0.6,100.79,Own,Karnataka,Tier-1,No
APP002836,34,Male,Self-Employed,2.7,8.72,Business Loan,10.17,48,11.36,468,B,1,1,999.0,0.12,45.76,Own,Haryana,Tier-2,Yes
APP002837,55,Male,Self-Employed,1.9,13.69,Personal Loan,4.53,60,9.22,888,AAA,9,4,999.0,0.48,105.56,Rented,Karnataka,Tier-1,No
APP002838,25,Female,Salaried,5.1,18.07,Gold Loan,7.24,36,8.68,721,A,7,4,999.0,0.48,132.7,Own,Delhi NCT,Tier-1,No
APP002839,49,Male,Contract,8.2,25.03,Auto Loan,13.39,120,12.57,736,A,1,1,999.0,0.12,118.62,Own,Jharkhand,Tier-3,No
APP002840,59,Male,Salaried,19.9,4.79,Auto Loan,2.43,60,10.9,769,AA,6,3,52.0,0.36,33.54,Own,Rajasthan,Tier-2,No
APP002841,52,Male,Salaried,0.8,10.1,Home Loan,10.33,60,7.0,598,B,8,4,999.0,0.48,75.95,Own,Maharashtra,Tier-1,No
APP002842,48,Male,Salaried,10.4,7.56,Auto Loan,1.79,36,7.48,691,BBB,5,1,49.0,0.12,,Rented,Tamil Nadu,Tier-1,No
APP002843,26,Male,Salaried,3.7,12.46,Home Loan,22.66,48,9.81,760,AA,8,3,999.0,0.36,96.55,Parental,West Bengal,Tier-1,No
APP002844,46,Female,Self-Employed,0.6,11.15,Business Loan,12.24,12,13.38,731,A,2,3,2.0,0.36,82.46,Rented,Maharashtra,Tier-1,No
APP002845,24,Male,Salaried,7.9,5.21,Home Loan,8.89,60,10.57,708,A,2,5,999.0,0.6,15.12,Rented,Maharashtra,Tier-1,No
APP002846,54,Female,Salaried,2.0,11.21,Personal Loan,2.44,60,7.88,631,BB,1,1,65.0,0.12,38.52,Own,Telangana,Tier-1,No
APP002847,25,Male,Salaried,10.1,6.15,Personal Loan,0.5,48,7.0,765,AA,9,4,999.0,0.48,45.01,Own,Karnataka,Tier-1,No
APP002848,46,Female,Self-Employed,0.9,10.62,Business Loan,13.48,60,11.58,740,A,3,2,999.0,0.24,55.33,Own,Rajasthan,Tier-2,No
APP002849,41,Male,Business Owner,6.2,14.54,Auto Loan,3.49,84,8.91,713,A,6,1,999.0,0.12,73.06,Own,Maharashtra,Tier-1,No
APP002850,55,Male,Self-Employed,1.8,27.39,Auto Loan,8.21,24,11.74,799,AA,3,5,999.0,0.6,,Own,Maharashtra,Tier-1,No
APP002851,47,Female,Salaried,1.5,10.77,Home Loan,16.74,36,8.31,657,BBB,1,2,999.0,0.24,48.63,Parental,Delhi NCT,Tier-1,No
APP002852,26,Male,Self-Employed,0.5,10.31,Home Loan,17.89,36,12.26,818,AAA,9,1,999.0,0.12,30.99,Own,West Bengal,Tier-1,No
APP002853,56,Female,Salaried,3.3,13.44,Personal Loan,4.5,36,14.4,661,BBB,5,4,91.0,0.48,40.71,Own,Gujarat,Tier-1,No
APP002854,49,Male,Salaried,2.5,5.55,Home Loan,9.18,36,14.76,678,BBB,7,0,41.0,0.0,35.82,Own,Punjab,Tier-2,No
APP002855,50,Other,Business Owner,0.5,15.26,Business Loan,15.99,84,8.96,715,A,2,1,999.0,0.12,35.15,Parental,Telangana,Tier-1,No
APP002856,30,Female,Salaried,1.3,12.79,Personal Loan,4.55,24,7.0,620,BB,2,1,999.0,0.12,29.47,Own,Telangana,Tier-1,Yes
APP002857,59,Female,Salaried,3.3,12.48,Home Loan,14.32,24,9.21,580,B,7,5,63.0,0.6,109.05,Parental,Assam,Tier-3,No
APP002858,27,Male,Salaried,8.3,6.74,Business Loan,8.5,60,8.62,595,B,4,5,999.0,0.6,35.34,Company Provided,Kerala,Tier-2,Yes
APP002859,40,Male,Salaried,13.3,11.02,Gold Loan,2.73,240,8.63,661,BBB,2,4,999.0,0.48,29.4,Parental,Delhi NCT,Tier-1,No
APP002860,32,Female,Salaried,3.6,13.12,Auto Loan,4.54,180,9.2,646,BB,5,0,999.0,0.0,94.21,Company Provided,Uttar Pradesh,Tier-3,No
APP002861,23,Female,Salaried,2.6,5.49,Personal Loan,0.5,60,12.5,752,AA,5,0,999.0,0.0,38.69,Own,Karnataka,Tier-1,No
APP002862,30,Female,Salaried,15.5,6.47,Personal Loan,2.92,48,7.33,669,BBB,8,4,999.0,0.48,30.81,Rented,Telangana,Tier-1,No
APP002863,42,Male,Contract,16.5,7.56,Home Loan,8.39,48,12.01,623,BB,5,4,999.0,0.48,53.8,Parental,Jharkhand,Tier-3,Yes
APP002864,45,Female,Self-Employed,1.1,39.0,Auto Loan,21.72,120,10.49,795,AA,5,5,38.0,0.6,144.93,Parental,Tamil Nadu,Tier-1,No
APP002865,55,Male,Business Owner,3.8,9.57,Personal Loan,4.04,12,11.15,592,B,6,1,82.0,0.12,19.96,Own,Rajasthan,Tier-2,No
APP002866,43,Male,Self-Employed,,12.95,Home Loan,10.84,36,10.67,714,A,3,0,999.0,0.0,35.26,Rented,Maharashtra,Tier-1,No
APP002867,24,Male,Self-Employed,8.6,8.92,Home Loan,16.92,24,11.07,774,AA,6,2,11.0,0.24,26.28,Own,Karnataka,Tier-1,No
APP002868,33,Male,Salaried,5.8,5.39,Auto Loan,3.11,36,15.14,803,AAA,3,4,999.0,0.48,48.31,Own,Bihar,Tier-3,No
APP002869,49,Female,Salaried,3.2,13.25,Home Loan,11.93,24,9.36,613,BB,1,1,999.0,0.12,99.03,Rented,Telangana,Tier-1,No
APP002870,51,Male,Self-Employed,2.6,4.98,Home Loan,5.03,36,9.63,833,AAA,6,4,999.0,0.48,53.44,Own,Kerala,Tier-2,No
APP002871,47,Female,Salaried,8.2,19.96,Personal Loan,3.54,36,9.26,648,BB,2,1,999.0,0.12,114.33,Own,Chhattisgarh,Tier-3,No
APP002872,42,Male,Salaried,1.3,5.1,Home Loan,9.64,36,13.31,696,BBB,3,2,999.0,0.24,40.26,Own,Maharashtra,Tier-1,No
APP002873,49,Male,Salaried,2.8,6.26,Home Loan,5.67,36,11.42,780,AA,4,1,3.0,0.12,6.06,Rented,Rajasthan,Tier-2,No
APP002874,47,Male,Self-Employed,4.2,14.83,Home Loan,19.58,36,7.0,620,BB,9,4,118.0,0.48,100.73,Own,Gujarat,Tier-1,No
APP002875,54,Male,Contract,8.9,13.65,Business Loan,9.72,120,10.04,677,BBB,1,1,999.0,0.12,66.1,Rented,Rajasthan,Tier-2,No
APP002876,42,Male,Salaried,2.3,10.26,Business Loan,10.83,84,11.57,739,A,7,4,999.0,0.48,83.78,Own,Delhi NCT,Tier-1,No
APP002877,56,Female,Salaried,4.0,6.73,Business Loan,4.1,84,7.23,746,A,3,4,999.0,0.48,63.48,Own,Maharashtra,Tier-1,No
APP002878,55,Female,Business Owner,1.6,6.01,Personal Loan,1.01,36,14.6,806,AAA,1,3,999.0,0.36,49.75,Own,Tamil Nadu,Tier-1,No
APP002879,62,Male,Salaried,9.1,8.59,Education Loan,1.42,60,11.25,645,BB,9,5,41.0,0.6,21.46,Parental,Punjab,Tier-2,No
APP002880,39,Male,Salaried,7.7,5.65,Home Loan,9.16,84,13.25,740,A,3,3,999.0,0.36,48.74,Rented,West Bengal,Tier-1,No
APP002881,32,Male,Salaried,8.6,34.01,Auto Loan,16.75,36,10.87,716,A,1,1,45.0,0.12,92.1,Rented,Maharashtra,Tier-1,No
APP002882,44,Female,Business Owner,0.5,15.54,Auto Loan,7.88,48,7.63,729,A,1,3,999.0,0.36,99.6,Parental,Himachal Pradesh,Tier-3,No
APP002883,43,Male,Salaried,3.3,4.44,Home Loan,5.9,60,9.12,637,BB,9,0,65.0,0.0,21.34,Company Provided,West Bengal,Tier-1,Yes
APP002884,38,Male,Salaried,0.7,7.52,Home Loan,8.51,36,8.11,649,BB,9,4,63.0,0.48,54.13,Company Provided,Himachal Pradesh,Tier-3,No
APP002885,26,Male,Salaried,5.6,13.69,Education Loan,4.03,84,7.0,623,BB,6,1,81.0,0.12,85.82,Rented,Maharashtra,Tier-1,No
APP002886,32,Female,Business Owner,1.9,27.37,Auto Loan,17.8,60,13.11,818,AAA,6,1,37.0,0.12,65.07,Own,Delhi NCT,Tier-1,No
APP002887,51,Male,Contract,7.4,7.61,Home Loan,14.3,36,15.47,655,BBB,1,2,999.0,0.24,56.94,Parental,Gujarat,Tier-1,No
APP002888,36,Male,Salaried,0.5,8.46,Personal Loan,2.11,48,14.21,755,AA,9,5,112.0,0.6,29.07,Parental,Tamil Nadu,Tier-1,No
APP002889,48,Female,Contract,,12.31,Auto Loan,6.87,48,10.25,800,AAA,4,0,99.0,0.0,72.44,Own,Tamil Nadu,Tier-1,No
APP002890,56,Female,Salaried,0.7,5.39,Gold Loan,1.15,48,10.87,703,A,1,4,999.0,0.48,13.94,Rented,Kerala,Tier-2,No
APP002891,54,Female,Salaried,4.1,10.92,Auto Loan,2.28,60,12.24,599,B,1,2,999.0,0.24,24.5,Own,Karnataka,Tier-1,No
APP002892,41,Male,Contract,4.7,10.56,Auto Loan,7.17,48,14.98,805,AAA,8,1,999.0,0.12,35.64,Rented,Himachal Pradesh,Tier-3,No
APP002893,37,Female,Salaried,3.1,12.1,Education Loan,5.13,36,11.75,761,AA,6,3,999.0,0.36,35.66,Own,Uttar Pradesh,Tier-3,No
APP002894,55,Female,Salaried,1.6,8.83,Auto Loan,4.62,60,7.0,627,BB,4,4,999.0,0.48,28.68,Own,Madhya Pradesh,Tier-2,No
APP002895,23,Female,Salaried,0.5,3.82,Education Loan,1.63,24,9.99,671,BBB,3,3,999.0,0.36,24.88,Own,Karnataka,Tier-1,No
APP002896,56,Female,Self-Employed,5.4,12.28,Personal Loan,5.09,36,7.0,593,B,9,3,999.0,0.36,33.47,Rented,Maharashtra,Tier-1,No
APP002897,61,Female,Business Owner,10.2,8.92,Auto Loan,1.87,60,14.2,567,B,8,3,999.0,0.36,25.13,Company Provided,West Bengal,Tier-1,Yes
APP002898,49,Male,Business Owner,6.6,37.31,Auto Loan,21.54,48,9.97,807,AAA,9,1,999.0,0.12,182.41,Own,Tamil Nadu,Tier-1,No
APP002899,60,Male,Self-Employed,11.2,28.43,Personal Loan,3.43,60,9.92,589,B,7,1,999.0,0.12,171.03,Rented,Rajasthan,Tier-2,No
APP002900,27,Female,Business Owner,13.3,7.69,Personal Loan,2.16,36,7.37,890,AAA,2,5,999.0,0.6,36.61,Rented,West Bengal,Tier-1,No
APP002901,30,Male,Salaried,3.0,5.64,Education Loan,2.07,24,9.49,695,BBB,5,5,999.0,0.6,34.8,Own,Kerala,Tier-2,No
APP002902,41,Male,Self-Employed,6.0,3.04,Home Loan,3.75,180,12.4,713,A,9,1,999.0,0.12,25.8,Own,Rajasthan,Tier-2,No
APP002903,22,Male,Self-Employed,2.5,16.23,Home Loan,20.98,60,8.61,741,A,3,1,999.0,0.12,66.19,Own,Punjab,Tier-2,No
APP002904,29,Female,Salaried,12.6,6.59,Auto Loan,3.5,48,10.72,592,B,2,5,86.0,0.6,10.55,Own,Madhya Pradesh,Tier-2,No
APP002905,44,Male,Salaried,4.1,10.47,Personal Loan,5.02,180,9.51,601,BB,1,5,999.0,0.6,,Rented,Tamil Nadu,Tier-1,No
APP002906,24,Female,Salaried,7.0,6.71,Home Loan,11.53,240,8.83,645,BB,1,0,999.0,0.0,9.65,Rented,Uttar Pradesh,Tier-3,No
APP002907,25,Male,Self-Employed,0.5,4.49,Business Loan,4.68,24,9.78,642,BB,4,2,999.0,0.24,36.79,Own,Telangana,Tier-1,No
APP002908,46,Male,Salaried,4.3,10.13,Home Loan,13.12,36,9.11,550,B,4,4,999.0,0.48,67.69,Own,Maharashtra,Tier-1,No
APP002909,59,Male,Salaried,6.8,18.34,Home Loan,31.69,60,10.99,728,A,2,1,,0.12,143.16,Rented,Tamil Nadu,Tier-1,No
APP002910,36,Male,Salaried,1.5,8.89,Home Loan,13.18,120,8.1,705,A,8,4,999.0,0.48,32.46,Own,Gujarat,Tier-1,No
APP002911,42,Male,Salaried,0.5,5.13,Education Loan,0.5,60,12.11,737,A,2,0,98.0,0.0,19.69,Own,Maharashtra,Tier-1,No
APP002912,56,Male,Self-Employed,6.8,9.98,Personal Loan,4.72,240,7.0,720,A,3,5,76.0,0.6,56.42,Rented,Tamil Nadu,Tier-1,No
APP002913,35,Male,Salaried,2.1,11.97,Home Loan,23.16,84,7.74,593,B,8,0,,0.0,71.23,Rented,Karnataka,Tier-1,No
APP002914,57,Other,Salaried,2.8,8.08,Personal Loan,2.51,12,10.32,719,A,6,5,999.0,0.6,72.46,Own,Chhattisgarh,Tier-3,No
APP002915,33,Male,Self-Employed,4.1,5.92,Personal Loan,0.52,60,10.52,671,BBB,9,3,119.0,0.36,50.83,Parental,Telangana,Tier-1,No
APP002916,38,Female,Business Owner,0.6,43.86,Gold Loan,20.36,180,11.25,657,BBB,9,5,84.0,0.6,264.56,Rented,Tamil Nadu,Tier-1,No
